fort_id,name,alternate_names,district,taluka,latitude,longitude,base_village,type,elevation_m,current_condition,era,built_by,year_of_construction,key_events,trek_difficulty,trek_time_hours,best_season,water_availability,accommodation,asi_protected,notes
182,Mahipalgad,Mahipatgad,Ratnagiri,Khed,17.7667,73.6,Wadi Beldar,Giri Durg (Hill Fort),1190,In Ruins,Adil Shahi; Maratha Empire,Adil Shah,c. 15th Century,One of the largest forts in Ratnagiri; captured by Shivaji Maharaj in 1661,Medium,3.5,Winter,Year-round in cisterns,Caves; Temple,FALSE,Note: This is an alternate name for Mahipatgad (ID 109).
183,Mahipatgad,,Ratnagiri,Khed,17.7667,73.6,Wadi Beldar,Giri Durg (Hill Fort),1190,In Ruins,Adil Shahi; Maratha Empire,Adil Shah,c. 15th Century,One of the largest forts in Ratnagiri; captured by Shivaji Maharaj in 1661,Medium,3.5,Winter,Year-round in cisterns,Caves; Temple,FALSE,A vast plateau fort with dense forest cover.
184,Mahuli Fort,,Thane,Shahapur,19.4831,73.2425,Mahuli,Giri Durg (Hill Fort),853,Partially Ruined,Mughal Empire; Maratha Empire,Nizamshahi,c. 15th Century,"Site of a fierce battle in 1670; has many pinnacles like Navra, Navri",Medium,3,Winter,Seasonal,Caves,FALSE,Highest point in Thane district; a popular trekking destination.
185,Makarandgad,Madhumakarandgad,Satara,Mahabaleshwar,17.8422,73.6567,Ghatmatha,Giri Durg (Hill Fort),1236,In Ruins,Maratha Empire,Shivaji Maharaj,c. 1656,Served as a watchtower for Pratapgad and Mahabaleshwar,Medium,2,Winter,Seasonal,None,FALSE,Also known as the Saddleback fort due to its shape.
186,Malanggad,Haji Malang,Thane,Kalyan,19.0983,73.2206,Wadi,Giri Durg (Hill Fort),789,Partially Ruined,Maurya Dynasty,King Naladev,c. 7th Century,Famous for the shrine (dargah) of Haji Abd-ul-Rahman,Medium,2.5,Winter,Available,Dargah lodgings,FALSE,A unique fort with three levels and a popular pilgrimage center.
187,Malegaon Fort,,Nashik,Malegaon,20.5511,74.5242,Malegaon,Bhuikot (Land Fort),430,Partially Ruined,Mughal Empire,Jahangir,c. 1740 (rebuilt),A large land fort on the banks of the Mausam river,Easy,0.5,Winter,None,None,FALSE,The fort walls now enclose several schools and government offices.
188,Malhargad,Sonori Fort,Pune,Purandar,18.4111,74.0622,Sonori,Giri Durg (Hill Fort),925,Partially Ruined,Maratha Empire,Peshwas (Bhivrao Panse),c. 1760,Last fort built by the Marathas; named after Lord Malhar,Easy,1,Monsoon; Winter,Seasonal,Temple,FALSE,A small fort with two temples in good condition.
189,Manaranjan Fort,,Raigad,Karjat,18.8894,73.3939,Udhewadi,Giri Durg (Hill Fort),820,Partially Ruined,Yadava Dynasty,Yadavas of Devgiri,c. 13th Century,"Part of the Rajmachi twin-fort complex, faces west",Easy,2.5,Monsoon; Winter,Available at Rajmachi,Udhewadi village homes,FALSE,"One of the two citadels of Rajmachi, simpler to climb than Shrivardhan."
190,Mandangad Fort,,Ratnagiri,Mandangad,17.9833,73.2333,Mandangad,Giri Durg (Hill Fort),630,In Ruins,Shilahara Dynasty; Maratha Empire,King Bhoja,c. 12th Century,Has a large cannon named 'Top of the Mandan',Easy,0.5,Winter,Seasonal,None,FALSE,Easily accessible from Mandangad town.
191,Mangad Fort,,Raigad,Mangaon,18.3333,73.2667,Borwadi,Giri Durg (Hill Fort),235,Partially Ruined,Maratha Empire,Shivaji Maharaj,c. 17th Century,Guarded the route from Nizampur to Mahad,Easy,1,Monsoon; Winter,Seasonal,Caves; Temple,FALSE,Features a unique cave called 'Chor-darwaza' or secret door.
192,Mangalgad,Kangori,Raigad,Mahad,18.2167,73.55,Dudhulwadi,Giri Durg (Hill Fort),732,Partially Ruined,Maratha Empire,Chandrarao More,c. 16th Century,Captured by Shivaji Maharaj in 1648,Medium,2,Winter,Seasonal,Temple; Cisterns,FALSE,A remote fort with a beautiful temple at the top.
193,Mangalvedha Fort,,Solapur,Mangalvedha,17.5021,75.4312,Mangalvedha,Bhuikot (Land Fort),490,In Ruins,Chalukya Dynasty,Unknown,c. 12th Century,An ancient fort associated with Saint Damaji,Easy,0.5,Winter,None,None,FALSE,Only a bastion and a few walls remain of the original fort.
194,Mangi-Tungi,,Nashik,Satana,20.95,74.05,Mangi,Giri Durg (Hill Fort),1331,Well-Preserved,Yadava Dynasty,Unknown,c. 12th Century,Major Jain pilgrimage center,Easy,2,Winter,Available,Dharamshala at base,FALSE,Known for its twin peaks and the world's tallest Jain statue of Lord Rishabhanatha.
195,Manikgad,,Raigad,Khalapur,18.85,73.1833,Vashivali,Giri Durg (Hill Fort),564,In Ruins,Maratha Empire,Kanhoji Angre,c. 1718,Built to overlook the trade route through Bor Ghat,Medium,3,Winter,Seasonal,Caves,FALSE,A conical fort with a large depression at the center.
196,Manikgad,,Chandrapur,Rajura,19.7833,79.3667,Manikgad,Giri Durg (Hill Fort),507,In Ruins,Gond Kingdom,Gond Kings,c. 12th Century,A large fort with extensive ramparts and gates,Easy,1,Winter,None,None,TRUE,Located in a dense forest.
197,Manikpunj,,Ahilyanagar,Parner,19.1215,74.4513,Manikpunj,Giri Durg (Hill Fort),900,In Ruins,Maratha Empire,Unknown,Unknown,A small hillock fort,Easy,1,Winter,None,None,FALSE,Lesser known fort with minimal remains.
198,Manjarsumbha,,Beed,Beed,18.8812,75.8415,Manjarsumbha,Giri Durg (Hill Fort),800,In Ruins,Nizam Shahi,Unknown,Unknown,A hill fort with a dargah at the top,Easy,1,Winter,Seasonal,Dargah,FALSE,Offers a panoramic view of the Balaghat range.
199,Manohargad,,Sindhudurg,Sawantwadi,15.9,74.1667,Manohargad,Giri Durg (Hill Fort),700,Partially Ruined,Maratha Empire,Shivaji Maharaj,c. 1660,Guarded the Ranganagad-Sawantwadi route,Medium,2.5,Post-Monsoon,Year-round,Temple,FALSE,A twin fort to Mansantoshgad.
200,Mansantoshgad,,Sindhudurg,Sawantwadi,15.9167,74.15,Manohargad,Giri Durg (Hill Fort),670,In Ruins,Maratha Empire,Shivaji Maharaj,c. 1660,Twin fort to Manohargad,Medium,2.5,Post-Monsoon,Seasonal,None,FALSE,Visited along with Manohargad fort.
201,Markandeya Fort,Markinda,Nashik,Satana,20.4833,74.0833,Mulane,Giri Durg (Hill Fort),1316,Partially Ruined,Maratha Empire,Unknown,c. 17th Century,"Known for the Markandeya Rishi temple, offers views of Saptashrungi",Medium,2,Winter,Seasonal,Temple,FALSE,A pilgrimage spot and a fort with a vast plateau.
202,Mazagon Fort,,Mumbai City,Mazagon,18.9667,72.85,Mazagon,Jal Durg (Sea Fort),10,Completely Ruined,Portuguese; British,Portuguese,c. 1680,One of the forts protecting Mumbai harbour; blown up by Siddi,Easy,0.1,All Seasons,None,None,FALSE,No trace of the fort remains; the area is now Joseph Baptista Gardens.
203,Mirgad (Songir),,Nashik,Baglan,20.8412,74.1915,Songir,Giri Durg (Hill Fort),600,In Ruins,Unknown,Unknown,Unknown,A very small fort near Songir,Easy,1,Winter,None,None,FALSE,This is a very minor fortification.
204,Mohandar Fort,Mohodari Shidaka,Nashik,Dindori,20.3333,73.75,Mohodari,Giri Durg (Hill Fort),1100,In Ruins,Maratha Empire,Unknown,Unknown,Watchtower fort in the Dindori range,Easy,1.5,Winter,None,None,FALSE,A simple trek with good views of the surrounding area.
205,Mohangad,Jaslodgad,Pune,Shirur,18.3,73.8167,Mohari,Giri Durg (Hill Fort),1100,In Ruins,Maratha Empire,Bandal Deshmukh,c. 17th Century,A subsidiary fort to Rohida,Medium,2,Winter,Seasonal,None,FALSE,A small fort with remnants of a gate and cisterns.
206,Mora Fort,,Nashik,Baglan,20.7,74.2,Virkhel,Giri Durg (Hill Fort),1000,In Ruins,Maratha Empire,Unknown,Unknown,A small hill fort in the Satmala range,Easy,1,Winter,None,None,FALSE,Lesser known fort often combined with a visit to Mulher.
207,Mordhan,Moradangad,Nashik,Dindori,20.1511,73.5514,Mordhan,Giri Durg (Hill Fort),1070,In Ruins,Maratha Empire,Unknown,Unknown,A hill fort with a few cisterns and ruins,Medium,2,Winter,None,None,FALSE,Known for its scenic trek.
208,Morgiri Fort,,Pune,Maval,18.7333,73.4333,Lohagadwadi,Giri Durg (Hill Fort),930,In Ruins,Maratha Empire,Unknown,Unknown,A small watchtower fort near Lohagad,Easy,1,Monsoon; Winter,None,Caves,FALSE,A very small fort often visited by trekkers going to Lohagad.
209,Mrugagad,,Raigad,Sudhagad,18.7833,73.35,Bheliv,Giri Durg (Hill Fort),533,Partially Ruined,Maratha Empire,Unknown,Unknown,Known for its thrilling rock-cut steps and narrow climb,Medium,2,Monsoon; Winter,Seasonal,None,FALSE,"A small, scenic fort ideal for a one-day trek."
210,Mudgad,,Gadchiroli,Dhanora,20.2167,80.1167,Mudgad,Giri Durg (Hill Fort),450,In Ruins,Gond Kingdom,Gond Kings,Unknown,Ancient Gond fort in a dense forest,Medium,3,Winter,None,None,FALSE,Located in a remote and densely forested area.
211,Mukutgad,,Gadchiroli,Chamorshi,19.6667,79.9167,Mukutgad,Giri Durg (Hill Fort),300,In Ruins,Gond Kingdom,Gond Kings,Unknown,Fortress on the Wainganga river,Easy,1,Winter,None,None,FALSE,Another ancient Gond fort now mostly in ruins.
212,Mulher Fort,,Nashik,Baglan,20.7667,74.05,Mulher,Giri Durg (Hill Fort),1310,Partially Ruined,Rathod Dynasty,Bagul Kings,c. 14th Century,Capital of the Bagul kingdom; site of a major Mughal-Maratha battle,Medium,3,Winter,Year-round,Temples; Caves,FALSE,A massive fort complex along with Mora and Hatgad forts.
213,Murud-Janjira,Janjira,Raigad,Murud,18.3,72.9639,Rajpuri,Jal Durg (Sea Fort),12,Well-Preserved,Siddi Dynasty,Malik Ambar (Initial),17th Century,Remained unconquered by Marathas; Portuguese; and British,Easy,0.5,Winter,None on fort,Hotels in Murud,TRUE,Accessible by sailboat from Rajpuri jetty; has 3 massive cannons.
214,Nagardhan,Nagardhan Fort,Nagpur,Ramtek,21.3615,79.3242,Nagardhan,Bhuikot (Land Fort),300,Partially Ruined,Gond Kingdom; Bhonsles,Raghoji Bhonsle I (rebuilt),c. 18th Century,An ancient capital of the Vakataka dynasty,Easy,0.5,Winter,None,None,TRUE,A square-shaped land fort with bastions and a well-preserved wall.
215,Nagla Bunder Fort,,Thane,Thane,19.2612,72.9615,Nagla Bunder,Jal Durg (Sea Fort),5,In Ruins,Portuguese,Portuguese,Unknown,A small watchtower on the Thane creek,Easy,0.2,Winter,None,None,FALSE,Located deep inside the mangrove forests of the Sanjay Gandhi National Park.
216,Naldurg Fort,,Dharashiv,Naldurg,17.8167,76.2833,Naldurg,Bhuikot (Land Fort),560,Well-Preserved,Chalukya Dynasty; Bahmani Sultanate,Ali Adil Shah I (rebuilt),c. 16th Century,Famous for its unique Pani Mahal (Water Palace) built across the Bori river,Easy,1.5,Post-Monsoon,Not applicable,None,TRUE,An excellent example of Indo-Islamic architecture.
217,Nanded Fort,,Nanded,Nanded,19.15,77.3167,Nanded,Bhuikot (Land Fort),362,In Ruins,Rashtrakuta Dynasty,Unknown,c. 10th Century,Located on the banks of Godavari river,Easy,0.5,Winter,None,None,FALSE,The fort area is now heavily encroached by the city.
218,Naneghat,,Pune,Junnar,19.2833,73.6833,Ghatghar,Giri Durg (Hill Fort),830,Caves,Satavahana Dynasty,Satavahanas,c. 1st Century BCE,Ancient trade route pass with caves and inscriptions,Easy,2.5,Winter,Seasonal,Caves,FALSE,Famous for its inscriptions and the reverse waterfall during monsoon.
219,Narayangad,,Pune,Junnar,19.1167,74.05,Narayangaon,Giri Durg (Hill Fort),775,In Ruins,Yadava Dynasty,Yadavas of Devgiri,c. 13th Century,Strengthened during the Peshwa period,Easy,1,Winter,Seasonal,Temple,FALSE,A small fort known for its temple of Hastabai.
220,Narayangad (Amboli),,Sindhudurg,Sawantwadi,15.9613,74.0012,Amboli,Giri Durg (Hill Fort),750,In Ruins,Sawantwadi State,Unknown,Unknown,A small fort near Amboli Ghat,Easy,0.5,Post-Monsoon,None,None,FALSE,"A view point in Amboli, with very few remains of the fort."
221,Narnala Fort,Shahanur Fort,Akola,Akot,21.2333,77.0333,Shahanur,Giri Durg (Hill Fort),973,Partially Ruined,Gond Kingdom; Bahmani Sultanate,Gond Kings,c. 10th Century,"Part of Melghat Tiger Reserve; consists of three forts: Zafarabad, Narnala, and Teliagarh",Medium,2,Winter,Year-round,None,TRUE,A vast hill fort with impressive gates and a beautiful mosque.
222,Narsinhagad,,Sangli,Khanapur,17.25,74.6333,Khanapur,Giri Durg (Hill Fort),900,In Ruins,Maratha Empire,Unknown,Unknown,Small fort dedicated to Lord Narasimha,Easy,1,Winter,Seasonal,Temple,FALSE,A pilgrimage spot with ruins of fortifications.
223,Nhavigad,Ratangad,Nashik,Igatpuri,20.4667,73.7833,Nhavi,Giri Durg (Hill Fort),1100,In Ruins,Maratha Empire,Unknown,Unknown,Watchtower in the Satmala range,Medium,2,Winter,None,None,FALSE,Provides good views of the surrounding forts like Patta.
224,Nimgiri Fort,,Pune,Junnar,19.3333,73.7333,Khamgaon,Giri Durg (Hill Fort),1188,Partially Ruined,Yadava Dynasty,Unknown,c. 13th Century,Twin fort to Hanumantgad; has several rock-cut cisterns,Medium,2,Winter,Year-round in cisterns,Caves,FALSE,Known for its step-well and rock-cut architecture.
225,Nivati Fort,,Sindhudurg,Vengurla,15.9333,73.4833,Nivati,Jal Durg (Sea Fort),30,In Ruins,Maratha Empire,Shivaji Maharaj,c. 1665,Coastal watchtower fort overlooking Nivati beach and Bhogwe beach,Easy,0.5,Winter,None,None,FALSE,Offers stunning views of the Karli river estuary.
226,Pabargad,,Ahilyanagar,Akole,19.5512,73.7415,Pabarwadi,Giri Durg (Hill Fort),1100,In Ruins,Maratha Empire,Unknown,Unknown,A small fort near the Kalsubai range,Medium,2.5,Winter,None,Caves,FALSE,A challenging trek with a rock patch.
227,Padargad,,Raigad,Karjat,18.9167,73.4,Khandas,Giri Durg (Hill Fort),650,Pinnacle,Maratha Empire,Unknown,Unknown,Watchtower for Bhimashankar; extremely difficult climb,Hard,4,Winter,None,Caves,FALSE,Features a natural chimney climb and high exposure.
228,Padmadurg,Kasa Fort,Raigad,Murud,18.3167,72.95,Murud,Jal Durg (Sea Fort),5,Partially Ruined,Maratha Empire,Shivaji Maharaj,c. 1676,Built to counter Janjira fort; shaped like a lotus,Easy,0.5,Winter,None,None,TRUE,"A sea fort near Murud-Janjira, accessible by boat but requires permission."
229,Padmagad,,Sindhudurg,Devgad,16.3612,73.3815,Devgad,Jal Durg (Sea Fort),5,In Ruins,Maratha Empire,Shivaji Maharaj,Unknown,A sea fort built to protect Devgad fort,Easy,0.5 (boat),Winter,None,None,FALSE,Not to be confused with Padmadurg near Murud. Most of it is submerged.
230,Padmagad (Malwan),,Sindhudurg,Malvan,16.0833,73.4667,Malvan,Jal Durg (Sea Fort),5,In Ruins,Maratha Empire,Shivaji Maharaj,c. 1668,A coastal watchtower fort,Easy,0.2,Winter,None,None,FALSE,"Note: This likely refers to Sarjekot (ID 178) or another minor fortification near Malvan, not to be confused with Padmadurg (ID 144)."
231,Pal Fort,Pali,Satara,Patan,17.4012,73.9015,Pali,Giri Durg (Hill Fort),950,In Ruins,Maratha Empire,Unknown,Unknown,A fort in the Koyna region associated with Saint Ramdas,Easy,1,Winter,None,None,FALSE,A small fort with a Maruti temple.
232,Palgad,,Ratnagiri,Dapoli,17.7,73.3167,Palgad,Giri Durg (Hill Fort),300,In Ruins,Maratha Empire,Shivaji Maharaj,c. 17th Century,Birthplace of the social reformer Sane Guruji is at the base,Easy,1,Winter,None,None,FALSE,A small fort with historical connections to the Konkan region.
233,Palshi Fort,,Pune,Khed,18.8415,73.9012,Palshi,Bhuikot (Land Fort),600,In Ruins,Maratha Empire,Unknown,Unknown,A small fortified mansion or 'gadi',Easy,0.2,Winter,None,None,FALSE,Located within Palshi village; very little remains.
234,Pandavgad,,Satara,Wai,17.9667,73.85,Dhavdi,Giri Durg (Hill Fort),1273,Partially Ruined,Shilahara Dynasty,Bhoj II,c. 12th Century,Believed to be a place of stay for the Pandavas,Easy,1.5,Monsoon; Winter,Year-round,Temple; Caves,FALSE,The fort has a large plateau and several rock-cut water cisterns.
235,Panhala Fort,,Kolhapur,Panhala,16.8167,74.1167,Panhala,Giri Durg (Hill Fort),977,Well-Preserved,Shilahara Dynasty,Bhoj II,c. 1178-1209,Famous for Shivaji's escape to Vishalgad; has extensive fortifications,Easy,1,All Seasons,Available,Hotels on fort,TRUE,A major hill station with a fort that housed Shivaji Maharaj for over 500 days.
236,Panhale Durg,Panhalekaji,Ratnagiri,Dapoli,17.6512,73.2315,Panhalekaji,Van Durg (Forest Fort),100,Caves,Shilahara Dynasty,Unknown,c. 11th-12th Century,A group of rock-cut caves with some fortifications,Easy,0.5,Winter,None,Caves,TRUE,More known as a complex of Buddhist and Hindu caves than a fort.
237,Paranda Fort,,Dharashiv,Paranda,18.2667,75.95,Paranda,Bhuikot (Land Fort),600,Well-Preserved,Bahmani Sultanate,Mahmud Gawan,c. 15th Century,A fine example of military architecture; has a large number of cannons,Easy,1,Winter,Not applicable,None,TRUE,"Known for its well-preserved bastions, moat, and the 'Mulik-e-Maidan' cannon."
238,Pargad,,Kolhapur,Chandgad,15.8167,74.05,Pargad,Giri Durg (Hill Fort),738,Partially Ruined,Maratha Empire,Shivaji Maharaj,c. 1674,Built to defend the southern border of Swarajya,Medium,1,Post-Monsoon,Year-round,Temple; Villagers' homes,FALSE,The fort is still inhabited by descendants of its original defenders.
239,Parola Fort,,Jalgaon,Parola,20.8833,75.1167,Parola,Bhuikot (Land Fort),260,In Ruins,Maratha Empire,Jahagirdar Hari Sadashiv Damodar,c. 1727,A large land fort built by the Newalkar family,Easy,0.5,Winter,None,None,FALSE,"A significant landmark in Parola town, though largely in ruins."
240,Parvatgad (Nashik),,Nashik,Dindori,20.2512,73.8115,Parvatwadi,Giri Durg (Hill Fort),1050,In Ruins,Maratha Empire,Unknown,Unknown,A small fort used as a watchtower,Easy,1.5,None,None,FALSE,Lesser-known fort in the Dindori range.,
241,Pateshwar,,Satara,Satara,17.6012,74.0215,Pateshwar,Giri Durg (Hill Fort),900,Caves,Unknown,Unknown,Ancient,A religious place with 8 ancient cave temples of Lord Shiva,Easy,1,All Seasons,None,Temples,FALSE,More of a pilgrimage site with caves than a fort.
242,Patta Fort,Vishramgad,Nashik,Sinnar,19.6667,73.8833,Pattawadi,Giri Durg (Hill Fort),1392,Partially Ruined,Yadava Dynasty; Maratha Empire,Yadavas,c. 13th Century,Shivaji Maharaj rested here during his retreat from Surat; hence named Vishramgad,Easy,1.5,Monsoon; Winter,Year-round,Caves; Temple,FALSE,Has a large cave and is accessible via a well-defined path.
243,Pavangad,,Kolhapur,Panhala,16.8167,74.1333,Panhala,Giri Durg (Hill Fort),950,In Ruins,Maratha Empire,Shivaji Maharaj,c. 1673,A sister fort to Panhala; captured by the British in 1844,Easy,0.5,Winter,None,None,FALSE,Located very close to Panhala fort.
244,Peb Fort,Vikatgad,Raigad,Karjat,18.9167,73.1333,Neral,Giri Durg (Hill Fort),640,Partially Ruined,Maratha Empire,Shivaji Maharaj,c. 17th Century,Named after goddess Pebi; offers views of Matheran toy train,Easy,2,Monsoon; Winter,Seasonal,Temple; Caves,FALSE,A popular trek near Matheran; can be reached via the Matheran railway line.
245,Pemgiri Fort,Shahagad,Ahilyanagar,Sangamner,19.4333,74.0167,Pemgiri,Giri Durg (Hill Fort),1000,In Ruins,Yadava Dynasty; Nizam Shahi,Nizam Shah,c. 15th Century,Used as a state prison by the Nizam Shahi dynasty,Medium,1.5,Winter,None,Caves,FALSE,Also known as Shahagad; features large caves.
246,Piliv Fort,,Solapur,Malshiras,17.9712,74.9513,Piliv,Bhuikot (Land Fort),550,In Ruins,Adil Shahi,Unknown,Unknown,A land fort or 'gadi' in the village,Easy,0.2,Winter,None,None,FALSE,A few walls and a bastion are all that remain.
247,Pimpla Fort,,Nashik,Satana,20.6512,74.2513,Pimpla,Giri Durg (Hill Fort),1100,In Ruins,Maratha Empire,Unknown,Unknown,A small fort in the Satmala range,Medium,2,Winter,None,None,FALSE,A remote fort with very few trekkers.
248,Pimplaskot,,Ahilyanagar,Parner,18.9512,74.5215,Pimplaskot,Giri Durg (Hill Fort),900,In Ruins,Maratha Empire,Unknown,Unknown,A small hill fort with minimal remains,Easy,1,Winter,None,None,FALSE,A very obscure fort.
249,Pisol Fort,,Pune,Haveli,18.4231,73.8312,Pisol,Giri Durg (Hill Fort),850,Completely Ruined,Maratha Empire,Unknown,Unknown,A very small watchtower,Easy,0.5,Winter,None,None,FALSE,Only a small plinth and a water cistern remain.
250,Prabalgad,Muranjan,Raigad,Panvel,18.9833,73.2,Thakurwadi,Giri Durg (Hill Fort),700,Partially Ruined,Bahmani Sultanate,Bahmani Sultanate,c. 15th Century,Captured by Shivaji Maharaj; Umaji Naik fought against the British from here,Medium,3,Winter,Seasonal,Villagers' homes on plateau,FALSE,A large plateau fort next to the famous Kalavantin Durg pinnacle.
251,Prachitgad,,Ratnagiri,Sangameshwar,17.2167,73.6833,Shrungarpur,Giri Durg (Hill Fort),1000,In Ruins,Maratha Empire,Shivaji Maharaj,c. 17th Century,A remote fort in the Sahyadris with dense forest cover,Hard,5,Winter,Seasonal,Temple,FALSE,One of the toughest treks in the Konkan region.
252,Pratapgad,,Satara,Mahabaleshwar,17.9238,73.5857,Wai,Giri Durg (Hill Fort),1080,Well-Preserved,Maratha Empire,Moropant Pingle,c. 1656,"Meeting and slaying of Afzal Khan, 1659",Easy,0.5,Post-Monsoon; Winter,Available,None,FALSE,Features a temple to Goddess Bhavani and a statue of Shivaji Maharaj.
253,Purandar Fort,,Pune,Purandar,18.2831,73.8553,Narayanpur,Giri Durg (Hill Fort),1387,Partially Ruined,Yadava Dynasty; Maratha Empire,Peshwas (rebuilt),c. 11th Century,"Birthplace of Sambhaji Maharaj; site of the Treaty of Purandar, 1665",Easy,1.5,All Seasons,Available,None,TRUE,Consists of two forts: Purandar and Vajragad; partly controlled by the Indian Army.
254,Purnagad,,Ratnagiri,Ratnagiri,16.8833,73.3167,Purnagad,Jal Durg (Sea Fort),25,Well-Preserved,Maratha Empire,Kanhoji Angre,c. 1724,Guarded the mouth of the Muchkundi River,Easy,0.2,Winter,None,None,FALSE,A small but well-preserved fort with a Hanuman temple at the entrance.
255,Raigad Fort,Rairi,Raigad,Mahad,18.2349,73.4475,Pachad,Giri Durg (Hill Fort),820,Well-Preserved,Maratha Empire,Hiroji Indulkar (under Shivaji Maharaj),c. 1674,"Capital of Maratha Empire; Coronation of Shivaji Maharaj, 1674",Medium,3,Winter; Post-Monsoon,Year-round in cisterns,MTDC Resort at base; Dharmashala on top,TRUE,Has a ropeway for easy access; Holds the samadhi of Shivaji Maharaj.
256,Raikot,,Ahilyanagar,Akole,19.4513,74.0512,Raikot,Bhuikot (Land Fort),750,In Ruins,Maratha Empire,Unknown,Unknown,A small village 'gadi',Easy,0.2,Winter,None,None,FALSE,Hardly any remains of the fortification exist.
257,Raireshwar,,Pune,Bhor,18.1512,73.6815,Korle,Giri Durg (Hill Fort),1393,Plateau,Maratha Empire,Unknown,c. 17th Century,Site where Chhatrapati Shivaji Maharaj took the oath of Hindavi Swarajya,Easy,1.5,Monsoon; Winter,Seasonal,Temple,FALSE,A large plateau with a temple more of a historical site than a fort.
258,Rajapur Fort,,Ratnagiri,Rajapur,16.6512,73.5113,Rajapur,Bhuikot (Land Fort),30,In Ruins,Adil Shahi,Unknown,Unknown,A land fort to protect the port town of Rajapur,Easy,0.2,Winter,None,None,FALSE,The fort is now completely integrated into the town.
259,Rajdher Fort,,Nashik,Chandwad,20.3833,74.15,Rajdherwadi,Giri Durg (Hill Fort),1100,In Ruins,Yadava Dynasty,Yadavas,c. 13th Century,A hill fort near Chandwad,Medium,2,Winter,Seasonal,Caves,FALSE,Known for its rock-cut steps and a large cave.
260,Rajgad Fort,,Pune,Velhe,18.2464,73.6826,Gunjavane,Giri Durg (Hill Fort),1376,Partially Ruined,Maratha Empire,Shivaji Maharaj,c. 1647,Served as Maratha capital for over 25 years before Raigad,Hard,3.5,Winter,Year-round in cisterns,Padmavati Temple; Caves,TRUE,"Known for its three machis (plateaus): Padmavati, Suvela, and Sanjeevani."
261,Rajkot,,Ahilyanagar,Pathardi,19.1621,75.1812,Pathardi,Bhuikot (Land Fort),750,In Ruins,Maratha Empire,Unknown,Unknown,A small fortified 'gadi',Easy,0.2,Winter,None,None,FALSE,Located inside the town now in complete ruins.
262,Rajmachi,,Pune,Maval,18.8894,73.3939,Udhewadi,Giri Durg (Hill Fort),826,Well-Preserved,Satavahana Dynasty,Satavahanas,c. 200 BCE,Comprises two forts: Shrivardhan and Manaranjan; overlooks Bor Ghat,Easy,4,Monsoon; Winter,Year-round,Udhewadi village homes,FALSE,"A popular long trek, also accessible by a rough road from Lonavala."
263,Ramdurg,,Kolhapur,Shirol,16.7512,74.6013,Ramdurg,Giri Durg (Hill Fort),600,In Ruins,Unknown,Unknown,Unknown,A small hillock with a temple and minimal fortifications,Easy,0.5,Winter,None,None,FALSE,A local religious spot.
264,Ramgad,,Raigad,Pen,18.7012,73.1015,Ramgad,Giri Durg (Hill Fort),300,In Ruins,Maratha Empire,Unknown,Unknown,A small fort near Pen,Easy,1,Winter,None,None,FALSE,Very little remains of this fort.
265,Ramsej Fort,,Nashik,Nashik,20.0833,73.7833,Ashewadi,Giri Durg (Hill Fort),1026,In Ruins,Maratha Empire,Unknown,c. 17th Century,Famously withstood a Mughal siege for over 6 years,Easy,1.5,Winter,Seasonal,Temple; Caves,FALSE,A fort of great historical importance for Maratha resilience.
266,Ramtek Fort,,Nagpur,Ramtek,21.3931,79.3332,Ramtek,Giri Durg (Hill Fort),400,Well-Preserved,Vakataka Dynasty; Bhonsles,Unknown,c. 4th-5th Century,A major pilgrimage site associated with Lord Rama and Kalidasa,Easy,0.5,All Seasons,Available,Dharamshala,TRUE,A religious site with strong fortifications on a hill.
267,Rangna Fort,Prasiddhagad,Kolhapur,Bhudargad,16.0333,73.9833,Patgaon,Giri Durg (Hill Fort),914,Partially Ruined,Shilahara Dynasty,Bhoj II,c. 12th Century,A large and remote forest fort,Medium,2,Winter,Year-round,Temple,FALSE,Known for its natural beauty and robust fortifications.
268,Ranjangiri,Ranjangad,Ahilyanagar,Rahuri,19.3912,74.6513,Ranjangaon,Giri Durg (Hill Fort),850,In Ruins,Maratha Empire,Unknown,Unknown,A small hill fort with a few remains,Easy,1,Winter,None,None,FALSE,Not to be confused with Ranjangaon Mahaganapati Temple.
269,Rasalgad,,Ratnagiri,Khed,17.65,73.6167,Rasalgad,Giri Durg (Hill Fort),600,Partially Ruined,Maratha Empire,Shivaji Maharaj,c. 17th Century,Paired with Sumargad and Mahipatgad to defend the region,Easy,1,Winter,Year-round,Temple,FALSE,A small and well-maintained fort.
270,Rasalpur Sarai,,Burhanpur (MP),Burhanpur,21.3112,76.2315,Rasalpur,Bhuikot (Land Fort),250,In Ruins,Mughal Empire,Unknown,c. 17th Century,A fortified inn on the historical trade route,Easy,0.2,Winter,None,None,FALSE,"Note: This is a fortified inn (Sarai), not a fort, located in Madhya Pradesh near the Maharashtra border."
271,Ratangad,,Ahilyanagar,Akole,19.4975,73.6933,Ratanwadi,Giri Durg (Hill Fort),1297,Partially Ruined,Maratha Empire,Shivaji Maharaj,c. 17th Century,The 'Jewel' fort; famous for its 'Nedhe' or Needle Hole,Medium,3,Winter,Year-round,Caves; Temple,FALSE,Offers spectacular views of the Bhandardara dam and surrounding peaks.
